Feature,number of features selected,Coefficient,StdErr,R2
const,161,0.001156560672072026,3.809943337366602e-05,0.9950069478387704
pop,161,0.0004486643736887116,0.00027531650047308307,0.9950069478387704
NAperCap,161,1.31424159227079e-05,7.088796086309941e-05,0.9950069478387704
State_AK,161,5.22782339747161,36.35633104712262,0.9950069478387704
State_AR,161,-3.4298870983270007,12.508729055698474,0.9950069478387704
State_AZ,161,-18.401063334323652,14.963984262759158,0.9950069478387704
State_CA,161,-12.800344583777644,13.651815116349596,0.9950069478387704
State_CO,161,-15.35313422304085,14.10096253028932,0.9950069478387704
State_CT,161,-3.6026663587306516,12.286166531450625,0.9950069478387704
State_DC,161,-79.86388256518967,79.63387994748744,0.9950069478387704
State_DE,161,-23.545472953854528,46.027981017934486,0.9950069478387704
State_FL,161,1.609538322162365,11.887500357860315,0.9950069478387704
State_ID,161,-12.982750474749508,20.691707624064545,0.9950069478387704
State_IN,161,-7.220978961375508,11.865343200651088,0.9950069478387704
State_KS,161,41.03550089213863,48.66544614435014,0.9950069478387704
State_KY,161,-2.4939226693880983,12.73294260648029,0.9950069478387704
State_LA,161,9.139167706669994,13.960657856795477,0.9950069478387704
State_MA,161,-8.521048119203485,12.816672292396214,0.9950069478387704
State_MD,161,-2.970004557676475,16.274793839617775,0.9950069478387704
State_ME,161,-16.218484767318976,15.938858311278679,0.9950069478387704
State_MO,161,-6.939464282824531,11.614698040785798,0.9950069478387704
State_MS,161,-12.560988675700685,13.299253446857682,0.9950069478387704
State_NC,161,-6.666829041239012,10.726787127875241,0.9950069478387704
State_ND,161,-14.394403968806358,20.60297800297166,0.9950069478387704
State_NH,161,-20.47094423227803,15.443123160204046,0.9950069478387704
State_NJ,161,-9.157225621796593,11.571365437256942,0.9950069478387704
State_NM,161,-13.206416913495254,18.663049376727816,0.9950069478387704
State_NV,161,-14.605925819425458,23.90128014264979,0.9950069478387704
State_OH,161,-10.672225337799608,10.779628718368766,0.9950069478387704
State_OK,161,-2.1752733057983145,12.517617068175513,0.9950069478387704
State_OR,161,-18.542738356538294,13.553392332766274,0.9950069478387704
State_PA,161,-9.431074160062451,11.320246794666014,0.9950069478387704
State_RI,161,-1.6829369486695,14.405846283479258,0.9950069478387704
State_SC,161,2.4633897263063744,12.02146297178774,0.9950069478387704
State_SD,161,-11.053163183254242,19.373076619472315,0.9950069478387704
State_TN,161,-1.6752686511576655,11.407485756861035,0.9950069478387704
State_TX,161,-13.033766296423241,10.50360122568544,0.9950069478387704
State_UT,161,-20.64726212209491,17.85590982264374,0.9950069478387704
State_VA,161,-10.758016799990997,11.539596808055013,0.9950069478387704
State_VT,161,-13.199784388272363,25.30726468953557,0.9950069478387704
State_WA,161,-17.35187004180304,13.086533973741693,0.9950069478387704
State_WI,161,-11.414806646418405,12.802979279182264,0.9950069478387704
State_WV,161,-11.505115392742454,15.787236147035669,0.9950069478387704
State_WY,161,-11.599392116076185,20.955776103396378,0.9950069478387704
arsons,161,0.014069898247563856,0.028194657268875156,0.9950069478387704
arsonsPerPop,161,0.02442388034274945,0.0380160142277167,0.9950069478387704
asianPerCap,161,9.214739551374727e-05,0.00012971751994051407,0.9950069478387704
assaultPerPop,161,0.9712743747111136,0.004944890167541014,0.9950069478387704
assaults,161,0.01623377671434216,0.00399235588691593,0.9950069478387704
autoTheft,161,0.005245481437876211,0.00335565466655959,0.9950069478387704
autoTheftPerPop,161,-0.027187612156033103,0.006217664848819005,0.9950069478387704
blackPerCap,161,7.574724109665645e-05,0.0001385209688504743,0.9950069478387704
burglPerPop,161,-0.0070187949249234105,0.005270531118569652,0.9950069478387704
burglaries,161,-0.006760121981411078,0.004068608463035627,0.9950069478387704
hispPerCap,161,4.763001825669172e-05,0.00026862889934113415,0.9950069478387704
houseVacant,161,0.0006377920344020974,0.0008574491941478132,0.9950069478387704
kidsBornNevrMarr,161,-3.721186573000558e-05,0.0010440553342607572,0.9950069478387704
landArea,161,0.0017498860179987613,0.011644085171779643,0.9950069478387704
larcPerPop,161,-0.009392012875464543,0.004538702266723693,0.9950069478387704
larcenies,161,0.00144118914864505,0.0013104367795310553,0.9950069478387704
medFamIncome,161,6.834011431576352e-05,0.0008868122106837644,0.9950069478387704
medGrossRent,161,0.04223373807080549,0.056955601582146236,0.9950069478387704
medIncome,161,-0.0003095391423399204,0.0008659133957569005,0.9950069478387704
medNumBedrm,161,-2.664937181668691,3.379354442561015,0.9950069478387704
medOwnCostPctWO,161,-0.1261835799362494,1.4174384977936685,0.9950069478387704
medOwnCostpct,161,0.4684817373896355,0.8972325583629945,0.9950069478387704
medRentpctHousInc,161,-0.5222676375954922,0.7382131908751469,0.9950069478387704
medYrHousBuilt,161,0.12110776349271801,0.21492368990710028,0.9950069478387704
murdPerPop,161,0.780821487078228,0.2327079604953173,0.9950069478387704
murders,161,0.17513937725596662,0.1804469991221424,0.9950069478387704
nonViolPerPop,161,0.00917778318465293,0.004480046097930049,0.9950069478387704
numForeignBorn,161,-0.0002524922935391036,0.00012910730123361024,0.9950069478387704
otherPerCap,161,7.492304289070772e-05,0.0001499273695576251,0.9950069478387704
ownHousLowQ,161,0.36623538844817644,0.012063395910407382,0.9950069478387704
ownHousMed,161,-1.0041695689558825e-05,0.00019950842353142184,0.9950069478387704
ownHousQrange,161,0.36624882705811856,0.012065076902574735,0.9950069478387704
ownHousUperQ,161,-0.3662484293512343,0.012067242558366612,0.9950069478387704
pct12-17w2Par,161,0.11043513247331349,0.2934451067549147,0.9950069478387704
pct12-21,161,-0.04576871925474624,1.3675427524434973,0.9950069478387704
pct12-29,161,-1.3319397520747727,1.4113907202176135,0.9950069478387704
pct16-24,161,0.8059153337552446,1.7490660743174709,0.9950069478387704
pct2Par,161,-1.9259467059322368,1.132348580434314,0.9950069478387704
pct65up,161,-1.8730125572663407,1.233571086678017,0.9950069478387704
pctAllDivorc,161,-5.50914445231261,3.0961305071427825,0.9950069478387704
pctAsian,161,0.12394680731998697,0.6374159444548844,0.9950069478387704
pctBlack,161,-0.3111779402341064,0.4372911155655492,0.9950069478387704
pctBornStateResid,161,-0.009601225631192145,0.21759754615607177,0.9950069478387704
pctCollGrad,161,0.011633125535379207,0.47166092258048886,0.9950069478387704
pctEmploy,161,-0.1506210918028308,0.5629803195027335,0.9950069478387704
pctEmployMfg,161,0.07951400343716752,0.30747057563003033,0.9950069478387704
pctEmployProfServ,161,-8.574425199636693e-06,0.40877714387889413,0.9950069478387704
pctFemDivorc,161,0.017594323634024356,2.051068979830346,0.9950069478387704
pctFgnImmig-10,161,-0.47355393512553273,0.2561943460033227,0.9950069478387704
pctFgnImmig-3,161,-0.1720435292366702,0.2968691799020876,0.9950069478387704
pctFgnImmig-5,161,-0.150912653430463,0.35805407269560097,0.9950069478387704
pctFgnImmig-8,161,0.47244216789885685,0.36297179309191274,0.9950069478387704
pctForeignBorn,161,-0.23304667495482967,0.7883079760987352,0.9950069478387704
pctHisp,161,0.4927184925834742,0.41593014129436223,0.9950069478387704
pctHousOccup,161,0.07398320945130277,0.3688605994519667,0.9950069478387704
pctHousOwnerOccup,161,-0.3384022675590663,0.7851633530774635,0.9950069478387704
pctHousWOphone,161,-0.9123462748761841,0.8209032978493032,0.9950069478387704
pctHousWOplumb,161,-15.07970675783712,4.721306982881014,0.9950069478387704
pctImmig-10,161,1.718172682373124,2.434007365090174,0.9950069478387704
pctImmig-3,161,-1.1758492415266488,3.785984594508756,0.9950069478387704
pctImmig-5,161,0.32832482841504884,3.932393140109694,0.9950069478387704
pctImmig-8,161,-0.40071827137805727,3.19227998449045,0.9950069478387704
pctKids-4w2Par,161,-0.03905499380313948,0.31938255778011027,0.9950069478387704
pctKids2Par,161,0.9348898447091045,0.983723960611152,0.9950069478387704
pctKidsBornNevrMarr,161,-1.8188161180367146,1.3247327738444028,0.9950069478387704
pctLargHous,161,3.7657246586679562,2.478214891790677,0.9950069478387704
pctLargHousFam,161,-2.1139504175640313,2.0876246315536706,0.9950069478387704
pctLowEdu,161,1.5076088567503962,0.8673388875911063,0.9950069478387704
pctMaleDivorc,161,5.101010051245787,2.007534993048021,0.9950069478387704
