Feature,number of features selected,Coefficient,StdErr,R2,MSE
const,20,0.18925939153410984,0.007483737523383706,0.3009269832791097,0.02612975900527262
population,20,0.6225581247187033,0.05759515775878445,0.3009269832791097,0.02612975900527262
numbUrban,20,-0.14674225442420116,0.08458964452138153,0.3009269832791097,0.02612975900527262
pctUrban,20,0.02298718531889183,0.009638141396251302,0.3009269832791097,0.02612975900527262
NumUnderPov,20,-0.10645415081258597,0.07127841798968398,0.3009269832791097,0.02612975900527262
PctIlleg,20,0.43763831975102996,0.03321601757420217,0.3009269832791097,0.02612975900527262
NumImmig,20,0.006090815453528115,0.09351823149879503,0.3009269832791097,0.02612975900527262
HousVacant,20,-0.09314165683064694,0.06529484376107475,0.3009269832791097,0.02612975900527262
PctVacantBoarded,20,0.10101180619144466,0.0338955780047658,0.3009269832791097,0.02612975900527262
OwnOccMedVal,20,-0.025681839461631814,0.06645400117310968,0.3009269832791097,0.02612975900527262
OwnOccHiQuart,20,-0.04746904305987151,0.05707340603822885,0.3009269832791097,0.02612975900527262
RentHighQ,20,-0.11086483906325799,0.028055133438394473,0.3009269832791097,0.02612975900527262
NumInShelters,20,0.015607076320352182,0.0778162154483099,0.3009269832791097,0.02612975900527262
PctUsePubTrans,20,0.08180922801770395,0.031104271106705658,0.3009269832791097,0.02612975900527262
LemasPctOfficDrugUn,20,0.1542083186471299,0.029188091741390136,0.3009269832791097,0.02612975900527262
state_abbr_CA,20,0.08244955293475306,0.01389752921639832,0.3009269832791097,0.02612975900527262
state_abbr_NJ,20,-0.09163422562354635,0.015090415580694069,0.3009269832791097,0.02612975900527262
state_abbr_OH,20,-0.07272272117308132,0.019617313548467716,0.3009269832791097,0.02612975900527262
state_abbr_PA,20,-0.11056240909068184,0.02035383925416402,0.3009269832791097,0.02612975900527262
state_abbr_VA,20,-0.07766276743753601,0.03467155278888445,0.3009269832791097,0.02612975900527262
